Entrezgene	gene_name	expression
8218	CLTCL1	390
27006	FGF22	24
10272	FSTL3	227
9993	DGCR2	8621
55658	RNF126	2447
4335	MNT	2555
79364	ZXDC	2082
23210	JMJD6	1448
5423	POLB	2265
55808	ST6GALNAC1	35
55062	WIPI1	561
22844	FRMPD1	74
57704	GBA2	3269
3340	NDST1	13114
440	ASNS	39
10947	AP3M2	2991
10610	ST6GALNAC2	6
1103	CHAT	1
26986	PABPC1	104341
10420	TESK2	332
29105	CFAP20	3041
1459	CSNK2A2	3114
11099	PTPN21	3538
8891	EIF2B3	1423
815	CAMK2A	38
6949	TCOF1	7133
998	CDC42	14257
26031	OSBPL3	744
2046	EPHA8	2
6559	SLC12A3	19
56852	RAD18	1956
490	ATP2B1	12664
29850	TRPM5	524
8440	NCK2	7401
9448	MAP4K4	23952
11320	MGAT4A	2906
6160	RPL31	55737
9948	WDR1	13512
23161	SNX13	3221
79658	ARHGAP10	2355
6196	RPS6KA2	3465
54556	ING3	1910
22846	VASH1	2993
29995	LMCD1	851
114049	BUD23	3512
6400	SEL1L	6600
9319	TRIP13	2059
537	ATP6AP1	7463
6929	TCF3	24351
28951	TRIB2	17734
26528	DAZAP1	4975
53615	MBD3	4947
51052	PRLH	1
6596	HLTF	1601
9130	FAM50A	2563
60343	FAM3A	1363
29894	CPSF1	11828
140469	MYO3B	64
79901	CYBRD1	4364
28513	CDH19	1
5134	PDCD2	3424
51109	RDH11	3628
5566	PRKACA	8885
22859	ADGRL1	11309
87	ACTN1	10958
23503	ZFYVE26	3464
27330	RPS6KA6	1505
22905	EPN2	1911
26469	PTPN18	2579
55679	LIMS2	681
55515	ASIC4	3
10290	SPEG	1458
84708	LNX1	394
224	ALDH3A2	6241
7037	TFRC	4669
6720	SREBF1	2280
27125	AFF4	8008
7321	UBE2D1	3874
64398	MPP5	3779
9886	RHOBTB1	3722
8243	SMC1A	14262
3028	HSD17B10	3988
2011	MARK2	4213
3161	HMMR	4740
55743	CHFR	1579
29953	TRHDE	27
8974	P4HA2	890
2213	FCGR2B	58
4775	NFATC3	3153
51095	TRNT1	1168
37	ACADVL	4164
6793	STK10	1601
23291	FBXW11	4054
9744	ACAP1	274
1400	CRMP1	1926
2121	EVC	2633
51009	DERL2	3991
54847	SIDT1	74
54820	NDE1	3364
10335	IRAG1	1258
79041	TMEM38A	765
8907	AP1M1	5523
5817	PVR	1909
7515	XRCC1	4827
949	SCARB1	1866
54905	CYP2W1	3
4171	MCM2	5419
54456	MOV10L1	2
56666	PANX2	60
83642	SELENOO	1270
8626	TP63	201
80216	ALPK1	538
3993	LLGL2	1168
5151	PDE8A	1956
1183	CLCN4	1205
54475	NLE1	1566
6389	SDHA	350
6605	SMARCE1	3605
54752	FNDC8	5
55876	GSDMB	503
5927	KDM5A	6158
4185	ADAM11	559
5523	PPP2R3A	4420
10979	FERMT2	9270
8647	ABCB11	6
10170	DHRS9	6
922	CD5L	27
5743	PTGS2	87
10644	IGF2BP2	28423
9175	MAP3K13	3552
6480	ST6GAL1	15565
30009	TBX21	10
10129	FRY	548
8301	PICALM	17207
4905	NSF	3144
2736	GLI2	7515
23332	CLASP1	11804
65993	MRPS34	2015
4854	NOTCH3	21091
